,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,Bangladesh,England,56194,8608,Tamim Iqbal,Imrul Kayes,James Anderson,n,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,8.18,0.60,1.19,84.332,0.0,False,,,0,,some swing for Anderson straightaway as this is defended by Tamim
1,1,Bangladesh,England,56194,8608,Tamim Iqbal,Imrul Kayes,James Anderson,n,0.2,1.0,1.0,0.0,75.0,77.0,7.0,-0.46,7.59,-0.20,0.94,85.879,1.0,False,,,1,,tucks away the bowler behind of square on the leg side to get off the mark
2,1,Bangladesh,England,280734,8608,Imrul Kayes,Tamim Iqbal,James Anderson,n,0.3,2.0,2.0,0.0,340.0,185.0,3.0,0.12,5.61,0.56,0.71,85.298,3.0,False,,,1,,now picks up a couple through sweeper cover as Bangladesh look to rotate strike
3,1,Bangladesh,England,280734,8608,Imrul Kayes,Tamim Iqbal,James Anderson,n,0.4,0.0,0.0,0.0,219.0,112.0,1.0,-0.18,7.98,0.37,1.05,85.578,3.0,True,caught,280734,0,,"and Anderson has plucked one early for England as he gets one across the left-hander, who ends up feeding an outside edge to the third slip, who is able to snaffle this comfortably"
4,1,Bangladesh,England,436677,8608,Soumya Sarkar,Tamim Iqbal,James Anderson,n,0.5,0.0,0.0,0.0,237.0,176.0,3.0,-0.12,8.63,0.12,0.98,87.240,3.0,False,,,1,,short of a length and defended away towards the off side by Sarkar
5,1,Bangladesh,England,436677,8608,Soumya Sarkar,Tamim Iqbal,James Anderson,n,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,8.25,0.64,1.10,85.198,3.0,False,,,1,,"gets this one to nip away on a back of a length as this carries quite well to the keeper, with the batsman playing inside of the line of the delivery"
6,1,Bangladesh,England,56194,10617,Tamim Iqbal,Soumya Sarkar,Stuart Broad,n,1.1,0.0,0.0,0.0,221.0,239.0,4.0,0.05,4.09,0.23,0.53,82.998,3.0,False,,,1,,pitches up on and around off as this is driven away towards mid-off
7,1,Bangladesh,England,56194,10617,Tamim Iqbal,Soumya Sarkar,Stuart Broad,n,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,7.77,0.62,0.99,85.551,3.0,False,,,1,,short of a length which swings away outside of off to the keeper
8,1,Bangladesh,England,56194,10617,Tamim Iqbal,Soumya Sarkar,Stuart Broad,n,1.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,6.22,0.48,0.75,87.532,3.0,False,,,0,,"the keeper and slip cordon seemed excited for a caught behind, but not Broad, as this length delivery gets through"
9,1,Bangladesh,England,56194,10617,Tamim Iqbal,Soumya Sarkar,Stuart Broad,n,1.4,1.0,1.0,0.0,238.0,108.0,2.0,-0.00,5.29,0.36,0.68,85.498,4.0,False,,,0,,<b>dropped</b> gets an outside edge to this fuller one which shapes away outside of off as Jordan is unable to hold on to this chance to his left at third slip. Lucky break for Bangladesh there
10,1,Bangladesh,England,436677,10617,Soumya Sarkar,Tamim Iqbal,Stuart Broad,n,1.5,4.0,4.0,0.0,355.0,182.0,3.0,0.24,4.42,0.54,0.62,86.698,8.0,False,,,1,,imperious drive through the covers by Sarkar as he gets away a boundary in elegant fashion
11,1,Bangladesh,England,436677,10617,Soumya Sarkar,Tamim Iqbal,Stuart Broad,n,1.6,0.0,0.0,0.0,167.0,189.0,5.0,-0.24,7.66,0.04,0.98,84.160,8.0,False,,,1,,defended off the back foot now to end Broad's first over
12,1,Bangladesh,England,56194,8608,Tamim Iqbal,Soumya Sarkar,James Anderson,n,2.1,0.0,0.0,0.0,200.0,103.0,1.0,-0.08,6.97,0.53,0.95,85.713,8.0,True,caught,56194,0,,"Anderson is the man in Adelaide as he succeeds at once again finding the outside edge, this time of Tamim's bat as he pushed at this back of a length which shaped away. This time it goes to second slip, who takes it comfortably in the end. Superb start for England as Bangladesh go two down early in the piece"
13,1,Bangladesh,England,56025,8608,Mahmudullah,Soumya Sarkar,James Anderson,y,2.2,1.0,1.0,0.0,342.0,175.0,3.0,0.07,6.30,0.29,0.72,87.232,9.0,False,,,1,,"gets away a single straightaway through backward square, which will certainly help steady his nerves"
14,1,Bangladesh,England,436677,8608,Soumya Sarkar,Mohammad Mahmudullah,James Anderson,n,2.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.50,11.64,0.08,1.92,88.930,9.0,False,,,1,,
15,1,Bangladesh,England,436677,8608,Soumya Sarkar,Mohammad Mahmudullah,James Anderson,n,2.4,0.0,0.0,0.0,221.0,186.0,3.0,-0.23,7.94,0.21,1.07,88.610,9.0,False,,,1,,"avoids this leg-side steepler from Anderson, with the bowler looking to get him on the back foot"
